,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Quatre Cocos,MU,-20.2078,57.7625,78.91,71,100,17.31,overcast clouds
340,Maceio,BR,-9.6658,-35.7353,89.04,55,40,17.27,scattered clouds
341,Mahajanga,MG,-15.7167,46.3167,84.22,61,40,9.22,scattered clouds
342,Huarmey,PE,-10.0681,-78.1522,73.11,73,23,11.23,few clouds
343,Tessalit,ML,20.1986,1.0114,79.18,7,9,5.55,clear sky
344,Pocone,BR,-16.2567,-56.6228,85.55,67,100,6.85,overcast clouds
345,Rurrenabaque,BO,-14.4413,-67.5278,93.61,46,76,7.34,broken clouds
346,Berlevag,NO,70.8578,29.0864,26.6,91,100,14.72,light snow
347,Hualmay,PE,-11.0964,-77.6139,72.37,72,32,10.25,scattered clouds
348,Abha,SA,18.2164,42.5053,60.62,23,0,11.5,clear sky
349,Shingu,JP,33.7333,135.9833,52.66,70,17,13.18,few clouds
350,Atherton,GB,53.5237,-2.4935,55.22,89,96,4.0,overcast clouds
351,Conde,BR,-7.2597,-34.9075,89.06,51,40,12.66,scattered clouds
352,Villa Bruzual,VE,9.3328,-69.1208,94.8,31,23,7.27,few clouds
353,Thunder Bay,CA,48.4001,-89.3168,35.56,75,1,0.0,clear sky
354,Pacasmayo,PE,-7.4006,-79.5714,72.28,71,44,12.73,scattered clouds
355,Treinta Y Tres,UY,-33.2333,-54.3833,91.6,27,0,5.75,clear sky
356,Bemidji,US,47.4736,-94.8803,37.18,66,1,6.91,clear sky
357,Makhalino,RU,53.0854,46.2211,18.01,75,58,7.76,broken clouds
358,Sola,VU,-13.8833,167.55,81.39,78,100,16.6,light rain
359,Hamilton,US,39.1834,-84.5333,44.74,64,1,1.01,clear sky
360,Toguchin,RU,55.2353,84.3858,-11.58,100,98,4.5,overcast clouds
361,Sedona,US,34.8697,-111.761,53.2,40,1,3.44,clear sky
362,Tsaratanana,MG,-16.7833,47.65,79.81,54,75,11.74,broken clouds
363,Nioro,GM,13.35,-15.75,95.83,18,24,3.6,few clouds
364,Shelburne,CA,44.0787,-80.2041,38.28,82,6,19.8,clear sky
365,Lebork,PL,54.5392,17.7501,33.93,83,97,6.17,overcast clouds
366,Ergani,TR,38.2653,39.7621,35.15,50,1,3.31,clear sky
367,Kidal,ML,18.4411,1.4078,82.04,9,44,5.7,scattered clouds
368,Fort Nelson,CA,58.8053,-122.7002,-0.81,85,90,4.61,light snow
369,Manbij,SY,36.5281,37.9549,50.77,48,96,5.75,overcast clouds
370,Kharp,RU,66.8014,65.8081,-0.51,98,32,5.19,scattered clouds
371,Dwarka,IN,22.2394,68.9678,74.41,57,0,12.64,clear sky
372,Odesskoye,RU,54.2111,72.9651,4.23,94,30,7.99,scattered clouds
373,Araouane,ML,18.9048,-3.5265,80.29,7,9,7.31,clear sky
374,Namibe,AO,-15.1961,12.1522,72.95,72,10,8.95,clear sky
375,Barcelos,PT,41.5388,-8.6151,61.92,77,30,0.58,scattered clouds
376,Belyy Yar,RU,53.6039,91.3903,24.69,66,0,2.24,clear sky
377,Cidreira,BR,-30.1811,-50.2056,75.7,70,7,9.42,clear sky
378,Korla,CN,41.7597,86.1469,20.34,72,36,1.81,scattered clouds
379,Umm Lajj,SA,25.0213,37.2685,77.63,49,100,2.53,overcast clouds
380,Inhambane,MZ,-23.865,35.3833,80.06,87,22,14.34,few clouds
381,Kaeo,NZ,-35.1,173.7833,70.32,96,100,1.95,overcast clouds
382,Mayo,US,38.8876,-76.5119,48.94,42,1,11.99,clear sky
383,Todos Santos,MX,23.45,-110.2167,76.01,73,30,2.89,scattered clouds
384,Fairview,US,40.8126,-73.999,47.62,37,1,9.22,clear sky
385,Acapulco,MX,16.8634,-99.8901,82.22,74,1,5.75,clear sky
386,Bom Jesus,BR,-9.0744,-44.3586,83.37,74,97,2.1,overcast clouds
387,Rabat,MA,33.9911,-6.8401,67.41,82,0,3.44,clear sky
388,Barra Do Garcas,BR,-15.89,-52.2567,82.49,78,100,6.2,overcast clouds
389,Verkh-Usugli,RU,52.7,115.1667,0.93,97,100,0.45,overcast clouds
390,Bahadurgarh,IN,28.6833,76.9167,60.91,32,74,3.6,broken clouds
391,Sistranda,NO,63.7256,8.834,41.9,79,100,14.32,overcast clouds
392,Naze,JP,28.3667,129.4833,62.65,68,43,17.87,scattered clouds
393,Svay Rieng,KH,11.0879,105.7993,75.54,73,93,9.84,overcast clouds
394,Manggar,ID,-2.8833,108.2667,79.32,86,100,7.05,overcast clouds
395,Douentza,ML,14.9951,-2.9517,88.41,11,100,4.94,overcast clouds
396,Bubaque,GW,11.2833,-15.8333,81.61,72,51,12.03,broken clouds
397,Iguape,BR,-24.7081,-47.5553,80.71,72,98,10.07,overcast clouds
398,Ambon,ID,-3.6954,128.1814,82.06,80,99,5.17,overcast clouds
399,Nueva Guinea,NI,11.6876,-84.4562,79.95,75,56,10.8,broken clouds
400,Wuxue,CN,29.8506,115.5525,46.53,89,77,4.18,broken clouds
401,Mugur-Aksy,RU,50.35,90.5,2.77,55,97,6.89,overcast clouds
402,Calabozo,VE,8.9242,-67.4293,93.0,38,88,9.35,overcast clouds
403,Padang,ID,-0.9492,100.3543,77.45,87,100,4.32,overcast clouds
404,Nuuk,GL,64.1835,-51.7216,20.01,86,20,16.11,few clouds
405,Bagdarin,RU,54.4333,113.6,-9.13,97,100,2.06,overcast clouds
406,Beaufort,MY,5.3473,115.7455,78.96,96,100,3.04,overcast clouds
407,Kumphawapi,TH,17.1087,103.0149,66.96,70,28,7.9,scattered clouds
408,Livermore,US,37.6819,-121.768,51.62,89,90,3.44,overcast clouds
409,Atambua,ID,-9.1061,124.8925,75.22,89,89,3.04,overcast clouds
410,Trebukhiv,UA,50.4843,30.903,36.09,100,90,13.42,mist
411,Biloela,AU,-24.4167,150.5,67.71,85,0,7.14,clear sky
412,Lindi,TZ,-10.0,39.7167,76.32,91,100,5.01,overcast clouds
413,Roma,US,43.2128,-75.4557,42.85,68,20,3.0,few clouds
414,Quchan,IR,37.106,58.5095,36.54,81,5,6.85,clear sky
415,Nome,US,64.5011,-165.4064,-7.53,59,1,9.22,clear sky
416,Jian,CN,27.1172,114.9793,50.97,77,100,7.78,overcast clouds
417,Kupang,ID,-10.1667,123.5833,77.58,100,20,2.3,few clouds
418,Port-Cartier,CA,50.0334,-66.8654,30.74,70,63,23.78,broken clouds
419,Kavieng,PG,-2.5744,150.7967,81.97,80,100,3.56,light rain
420,Mecca,SA,21.4267,39.8261,76.01,58,38,3.49,scattered clouds
421,Kirkwall,GB,58.9848,-2.9587,46.74,93,40,5.75,light rain
422,Otane,NZ,-39.8833,176.6333,55.38,98,100,1.97,overcast clouds
423,Oranjestad,AW,12.524,-70.027,83.91,80,75,5.01,broken clouds
424,Rawah,IQ,34.4816,41.9093,57.78,38,86,6.04,overcast clouds
425,Hirara,JP,24.8,125.2833,69.87,75,100,29.59,overcast clouds
426,Myitkyina,MM,25.3833,97.4,60.66,71,5,2.33,clear sky
427,Pochutla,MX,15.7432,-96.4661,88.83,50,2,6.15,clear sky
428,Severo-Kurilsk,RU,50.6789,156.125,32.58,96,100,12.5,light snow
429,Guerande,FR,47.3291,-2.4283,54.63,85,100,8.14,overcast clouds
430,Wajima,JP,37.4,136.9,41.65,79,100,23.85,overcast clouds
431,Constantine,DZ,36.365,6.6147,47.61,61,75,12.66,broken clouds
432,Tongliao,CN,43.6125,122.2653,4.84,78,0,7.56,clear sky
433,Laguna,US,38.421,-121.4238,53.44,87,90,1.01,mist
434,Rundu,NA,-17.9333,19.7667,75.04,60,65,7.31,broken clouds
435,Fairbanks,US,64.8378,-147.7164,-5.78,70,90,0.0,haze
436,Koumac,NC,-20.5667,164.2833,75.87,88,100,4.0,moderate rain
437,Vedi,AM,39.9142,44.7222,33.19,44,11,0.65,few clouds
438,Westport,US,41.1415,-73.3579,47.41,41,1,5.01,clear sky
439,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,82,75,27.67,broken clouds
440,Egvekinot,RU,66.3167,-179.1667,-24.25,87,16,6.15,few clouds
441,San Vicente,AR,-26.6167,-54.1333,79.5,47,91,3.87,overcast clouds
442,Ilongero,TZ,-4.6667,34.8667,69.58,58,80,7.7,broken clouds
443,Veinticinco De Mayo,AR,-35.4323,-60.1727,75.06,87,100,6.73,overcast clouds
444,Oktyabrskiy,RU,54.4815,53.471,10.65,95,50,0.74,scattered clouds
445,Ponnani,IN,10.767,75.9252,79.92,76,58,6.91,broken clouds
446,Santa Cruz,BO,-17.8,-63.1667,75.25,88,90,12.66,moderate rain
447,Andenes,NO,69.3143,16.1194,35.58,80,75,9.22,light rain
448,Bitung,ID,1.4451,125.1824,77.85,82,92,7.67,overcast clouds
449,Puerto Escondido,MX,15.85,-97.0667,85.26,62,3,6.6,clear sky
450,Saldanha,ZA,-33.0117,17.9442,71.65,86,100,13.67,overcast clouds
451,Ligayan,PH,4.6533,119.4706,82.22,77,100,4.18,overcast clouds
452,Rochester,US,43.1548,-77.6156,44.08,59,2,7.0,clear sky
453,Arman,RU,59.7,150.1667,14.02,94,100,9.35,light snow
454,Cegled,HU,47.1727,19.7995,37.89,93,100,12.75,light rain
455,Surin,TH,14.8818,103.4936,71.64,67,15,15.75,few clouds
456,Pasni,PK,25.2631,63.471,72.54,51,42,6.96,scattered clouds
457,Madang,PG,-5.2246,145.7966,74.46,94,100,3.18,overcast clouds
458,Slave Lake,CA,55.2834,-114.769,4.98,92,90,0.0,overcast clouds
459,Singaraja,ID,-8.112,115.0882,81.97,83,98,4.85,overcast clouds
460,Uvira,CD,-3.4067,29.1458,76.73,74,100,3.49,overcast clouds
461,Port Hardy,CA,50.6996,-127.4199,39.2,100,90,3.44,snow
462,Nemuro,JP,43.3236,145.575,41.99,70,68,29.04,broken clouds
463,Anderson,US,34.5334,-82.6499,52.59,52,1,3.0,clear sky
464,Mweka,CD,-4.85,21.5667,71.33,98,99,1.36,overcast clouds
465,Turukhansk,RU,65.8167,87.9833,-13.11,92,100,5.26,overcast clouds
466,Liverpool,GB,53.4106,-2.9779,55.69,85,75,4.0,broken clouds
467,Bintulu,MY,3.1667,113.0333,77.41,100,40,0.0,moderate rain
468,Sao Filipe,CV,14.8961,-24.4956,76.03,68,32,12.03,scattered clouds
469,Beaverlodge,CA,55.2166,-119.4361,13.35,95,100,3.85,light snow
470,Prince Rupert,CA,54.3161,-130.3201,37.09,68,1,9.22,clear sky
471,Cordoba,AR,-31.4135,-64.1811,68.85,73,75,9.22,broken clouds
472,Pangody,RU,65.85,74.4859,-25.91,100,26,4.14,scattered clouds
473,Rio De Janeiro,BR,-22.9028,-43.2075,98.55,50,0,3.44,clear sky
474,Juegang,CN,32.3174,121.1855,44.91,63,10,10.25,clear sky
475,Kuito,AO,-12.3833,16.9333,65.21,88,47,2.24,light rain
476,Izhma,RU,65.0083,53.9113,10.67,95,99,4.56,overcast clouds
477,Strzegom,PL,50.9626,16.3501,33.49,91,97,5.12,overcast clouds
478,Tsiroanomandidy,MG,-18.7667,46.0333,80.24,53,78,2.68,light rain
479,Penzance,GB,50.1186,-5.5371,54.61,82,100,24.87,overcast clouds
480,Kazerun,IR,29.6195,51.6541,56.73,38,1,0.94,clear sky
481,Mount Gambier,AU,-37.8333,140.7667,62.51,59,30,10.36,scattered clouds
482,Abalak,RU,58.1286,68.5944,12.45,92,91,7.14,overcast clouds
483,Eureka,US,40.8021,-124.1637,48.92,94,94,3.0,overcast clouds
484,Nizhniy Kuranakh,RU,58.8353,125.4869,-28.57,98,45,2.48,scattered clouds
485,Antalaha,MG,-14.9003,50.2788,74.89,87,99,6.64,light rain
486,Kabalo,CD,-6.05,26.9167,74.34,89,83,4.32,light rain
487,Dryden,CA,49.7833,-92.7503,30.49,69,1,13.8,clear sky
488,Jacareacanga,BR,-6.2222,-57.7528,80.4,84,99,3.33,overcast clouds
489,Islampur,IN,26.2667,88.2,63.34,48,21,5.55,few clouds
490,Formosa,AR,-26.1775,-58.1781,82.38,61,0,18.41,clear sky
491,Rio Grande,BR,-32.035,-52.0986,86.11,58,0,10.2,clear sky
492,Karla,EE,59.3723,24.9275,34.05,86,90,2.3,mist
493,Emerald,AU,-23.5333,148.1667,73.98,66,0,8.05,clear sky
494,Baiyin,CN,36.5583,104.2081,16.68,57,0,0.67,clear sky
495,Kladovo,RS,44.6067,22.6119,37.51,77,79,8.72,broken clouds
496,Wanaka,NZ,-44.7,169.15,53.11,82,79,0.85,broken clouds
497,Saint-Leu,RE,-21.15,55.2833,77.86,75,97,7.02,overcast clouds
498,Maldonado,UY,-34.6667,-54.9167,87.19,38,33,7.0,scattered clouds
499,Clyde River,CA,70.4692,-68.5914,-17.66,97,21,3.96,few clouds
500,Bowen,AU,-20.0167,148.2333,73.62,71,68,13.2,broken clouds
501,Asau,RO,46.4333,26.4,41.95,85,100,3.87,overcast clouds
502,Beloha,MG,-25.1667,45.05,76.71,74,72,11.5,broken clouds
503,Albury,AU,-36.0833,146.9167,59.11,79,0,2.3,clear sky
504,Issia,CI,6.4922,-6.5856,94.55,28,8,3.0,clear sky
505,Belaya Kholunitsa,RU,58.84,50.8528,6.28,91,87,5.41,overcast clouds
506,Tazovskiy,RU,67.4667,78.7,-17.79,88,98,6.67,overcast clouds
507,Husavik,IS,66.0449,-17.3389,40.91,78,92,18.57,overcast clouds
508,Villa Carlos Paz,AR,-31.4241,-64.4978,65.48,50,19,8.39,light rain
509,Gazanjyk,TM,39.2446,55.5154,47.53,64,97,7.27,overcast clouds
510,Cooma,AU,-36.2333,149.1333,44.37,100,90,5.75,overcast clouds
511,Athabasca,CA,54.7169,-113.2854,19.22,96,92,3.27,overcast clouds
512,Mangrol,IN,21.1167,70.1167,75.16,61,0,5.55,clear sky
513,Gasa,PS,31.5,34.4667,67.91,51,99,2.19,overcast clouds
514,Qui Nhon,VN,13.7667,109.2333,72.43,86,67,18.07,broken clouds
515,Bartica,GY,6.4,-58.6167,79.12,98,100,2.15,light rain
516,Atchison,US,39.563,-95.1216,49.01,37,0,20.2,clear sky
517,Te Anau,NZ,-45.4167,167.7167,45.09,93,79,0.98,broken clouds
518,Etchojoa,MX,26.9167,-109.6333,71.56,47,0,0.85,clear sky
519,Sale,MA,34.0389,-6.8166,68.02,82,0,0.0,clear sky
520,Tsukumi,JP,33.0706,131.8572,49.3,76,37,15.48,scattered clouds
521,Raga,SS,8.4596,25.678,84.38,22,83,4.43,broken clouds
522,Lebanon,US,36.2081,-86.2911,46.62,67,1,4.61,clear sky
523,Port Washington,US,40.8257,-73.6982,47.91,37,20,3.0,few clouds
524,Teguldet,RU,57.3064,88.1667,0.16,97,99,5.37,overcast clouds
525,Bardiyah,LY,31.7561,25.0865,63.48,36,73,6.6,broken clouds
526,Smolenka,RU,52.1352,113.4974,14.07,57,100,8.95,overcast clouds
527,Port Macquarie,AU,-31.4333,152.9167,62.56,89,12,8.86,few clouds
528,Hovd,MN,48.0056,91.6419,6.33,58,6,6.06,clear sky
529,Koungou,YT,-12.7336,45.2042,80.31,78,20,4.61,few clouds
530,Pachmarhi,IN,22.4667,78.4333,53.65,60,0,2.84,clear sky
531,Tupelo,US,34.2576,-88.7034,47.89,52,1,8.99,clear sky
532,Taksimo,RU,56.3444,114.8794,-8.28,97,100,0.85,overcast clouds
533,Aswan,EG,24.0934,32.907,85.3,42,0,10.36,clear sky
534,Oriximina,BR,-1.7656,-55.8661,86.59,67,83,2.13,moderate rain
535,Sioux Lookout,CA,50.1001,-91.917,30.58,74,1,10.36,clear sky
536,Balikpapan,ID,-1.2675,116.8289,75.78,91,86,4.21,overcast clouds
537,Dourbali,TD,11.8091,15.8632,83.55,15,82,7.49,broken clouds
538,Porto Santo,PT,33.072,-16.3415,68.31,94,40,6.91,light intensity drizzle
539,Praia,CV,14.9215,-23.5087,82.94,54,40,12.66,scattered clouds
540,Oussouye,SN,12.485,-16.5469,95.18,44,33,13.8,scattered clouds
541,Bela Vista,BR,-22.1089,-56.5211,82.9,69,100,10.71,overcast clouds
542,Road Town,VG,18.4167,-64.6167,82.49,88,40,10.36,scattered clouds
543,Nantucket,US,41.2835,-70.0995,46.96,45,1,23.02,clear sky
544,Touros,BR,-5.1989,-35.4608,88.7,59,7,15.52,clear sky
545,Goure,NE,13.9835,10.2704,83.01,13,77,10.45,broken clouds
546,Okulovka,RU,58.4008,33.2908,26.49,96,100,5.84,overcast clouds
547,Dzhebariki-Khaya,RU,62.2167,135.8,-36.6,98,83,3.4,broken clouds
548,Saint-Pierre,RE,-21.3393,55.4781,78.48,69,0,24.16,clear sky
549,Acajutla,SV,13.5928,-89.8275,91.74,56,32,7.2,scattered clouds
550,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,88,75,4.0,broken clouds
551,Lakes Entrance,AU,-37.8811,147.981,50.16,90,6,8.16,clear sky
552,Roblin,CA,51.23,-101.3565,19.2,96,44,2.71,scattered clouds
553,Seoul,KR,37.5683,126.9778,27.84,50,0,11.5,clear sky
554,Thetford Mines,CA,46.0913,-71.3013,34.29,73,75,17.63,broken clouds
555,Polunochnoye,RU,60.8697,60.4153,9.28,79,27,5.5,scattered clouds
556,Panguna,PG,-6.3164,155.4848,69.62,95,100,1.48,overcast clouds
557,Zhigansk,RU,66.7697,123.3711,-24.63,100,99,2.42,overcast clouds
558,Butembo,CD,0.15,29.2833,61.47,82,90,3.29,overcast clouds
559,Tabuk,PH,17.4189,121.4443,70.65,85,100,5.35,overcast clouds
560,Itarema,BR,-2.9248,-39.9167,88.59,55,92,18.66,overcast clouds
561,Marquette,US,46.5333,-87.6335,33.67,59,26,18.3,scattered clouds
562,Harper,LR,4.375,-7.7169,82.76,74,31,9.73,scattered clouds
563,Lodwar,KE,3.1191,35.5973,86.02,36,99,21.0,overcast clouds
564,Marawi,PH,7.9986,124.2928,69.66,97,53,1.23,broken clouds
565,Tromso,NO,69.6496,18.957,32.02,93,75,14.97,light shower snow
566,Kabale,UG,-1.2486,29.9899,59.56,95,100,2.53,light rain
567,Chingirlau,KZ,51.095,54.0814,15.73,79,2,5.03,clear sky
568,Okakarara,NA,-20.5833,17.4333,75.56,54,94,4.7,light rain
569,Satka,RU,55.0425,59.04,7.36,92,13,3.18,few clouds
570,Burnie,AU,-41.0667,145.9167,55.22,80,77,12.46,broken clouds
571,Awbari,LY,26.5921,12.7805,58.06,36,0,8.32,clear sky
572,Debre Zeyit,ET,8.75,38.9833,59.81,58,84,7.45,broken clouds
573,Cayenne,GF,4.9333,-52.3333,82.44,86,75,1.99,light rain
574,Kismayo,SO,-0.3582,42.5454,80.35,79,45,11.63,scattered clouds
575,Yaan,NG,7.3833,8.5667,90.01,15,56,4.65,broken clouds
576,Labuhan,ID,-6.8844,112.2051,78.71,86,56,9.26,broken clouds
577,Fez,MA,34.0372,-4.9998,71.71,34,0,9.22,clear sky
578,Gongzhuling,CN,43.5008,124.8198,13.01,65,0,8.1,clear sky
579,Tabory,RU,58.5198,64.5495,16.77,80,7,7.72,clear sky
580,Qobustan,AZ,40.0824,49.412,48.31,78,100,11.36,overcast clouds
581,Miri,MY,4.4148,114.0089,77.14,100,40,2.3,scattered clouds
582,Funadhoo,MV,6.15,73.2667,82.69,75,97,10.96,overcast clouds
583,Lerwick,GB,60.1545,-1.1494,46.4,79,100,13.02,overcast clouds
584,Copiapo,CL,-27.3667,-70.3333,65.89,24,0,13.71,clear sky
585,Beverley,GB,53.8459,-0.4233,56.01,85,75,11.5,broken clouds
586,Moengo,SR,5.6167,-54.4,73.98,98,100,2.19,overcast clouds
587,Deniliquin,AU,-35.5333,144.9667,64.99,40,0,7.76,clear sky
588,Takoradi,GH,4.8845,-1.7554,83.19,75,35,11.07,scattered clouds
589,Marzuq,YE,14.4,46.4667,61.2,37,0,3.91,clear sky
590,San Jose,US,37.3394,-121.895,53.06,71,75,1.01,broken clouds
591,Itabira,BR,-19.6192,-43.2269,79.79,70,76,5.03,broken clouds
592,Sept-Iles,CA,50.2001,-66.3821,31.05,73,75,15.01,broken clouds
593,Pita,GN,10.8333,-12.5833,93.02,20,80,3.42,broken clouds
594,Lamu,KE,-2.2717,40.902,80.82,79,74,11.61,light rain
595,Dogondoutchi,NE,13.6393,4.0287,86.7,11,95,7.18,overcast clouds
596,Bedford,GB,52.1346,-0.4663,55.15,88,75,13.8,broken clouds
597,Itarantim,BR,-15.6597,-40.0656,84.33,59,88,4.12,overcast clouds
598,Sumter,US,28.7086,-82.0831,82.2,84,100,5.91,overcast clouds
599,Salalah,OM,17.0151,54.0924,80.69,28,0,10.36,clear sky
600,Sao Joao Do Piaui,BR,-8.3581,-42.2467,91.54,42,94,2.93,overcast clouds
601,Bafia,CM,4.75,11.2333,79.45,48,97,5.79,overcast clouds
602,Doka,SD,13.5167,35.7667,84.76,12,14,6.33,few clouds
603,Namatanai,PG,-3.6667,152.4333,79.18,83,100,0.87,light rain
604,Koungheul,SN,13.9833,-14.8,97.66,8,12,4.7,few clouds
605,Hobyo,SO,5.3505,48.5268,79.27,78,62,18.61,broken clouds
606,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,74,73,18.77,broken clouds
607,Kirakira,SB,-10.4544,161.9205,81.27,85,100,13.33,overcast clouds
608,Anyksciai,LT,55.5256,25.1026,28.11,95,48,7.25,scattered clouds
609,Conceicao Do Araguaia,BR,-8.2578,-49.2647,84.24,74,100,3.47,moderate rain
610,Valdivia,CL,-39.8142,-73.2459,57.29,57,77,8.97,broken clouds
611,Monaragala,LK,6.8714,81.3487,74.23,91,100,4.83,overcast clouds
612,Sur,OM,22.5667,59.5289,72.52,55,1,8.34,clear sky
613,Vega De Alatorre,MX,20.0333,-96.6333,68.05,75,91,15.37,overcast clouds
614,Komsomolskiy,UZ,40.4272,71.7189,38.62,55,22,4.61,haze
615,Bria,CF,6.5423,21.9863,84.34,26,100,2.64,overcast clouds
616,Baker,US,30.5882,-91.1682,54.86,82,65,6.13,broken clouds
617,Suzun,RU,53.7841,82.3116,-5.08,98,30,3.76,scattered clouds
618,Barguzin,RU,53.6167,109.6167,20.48,94,100,7.83,snow
619,Novyy Urengoy,RU,66.0833,76.6333,-21.71,96,31,7.52,scattered clouds
620,Zaysan,KZ,47.4667,84.8667,11.73,88,100,1.48,overcast clouds
621,Cadiz,ES,36.5,-5.75,67.46,54,0,8.14,clear sky
622,Bukachacha,RU,52.9833,116.9167,0.16,95,100,1.21,overcast clouds
623,Puerto Ayacucho,VE,5.6639,-67.6236,87.58,48,53,9.95,broken clouds
624,Umm Kaddadah,SD,13.6017,26.6876,77.88,23,52,11.32,broken clouds
625,Talladega,US,33.4359,-86.1058,50.99,57,1,3.44,clear sky
626,Ilo,PE,-17.6394,-71.3375,68.36,81,89,7.85,overcast clouds
627,Koyelga,RU,54.6522,60.9049,10.47,87,8,5.06,clear sky
628,Bafra,TR,41.5678,35.9069,60.82,48,30,8.68,scattered clouds
629,Alekseyevsk,RU,57.8406,108.3492,5.99,98,100,3.94,overcast clouds
630,Richards Bay,ZA,-28.783,32.0377,74.91,92,98,3.62,light rain
631,Lompoc,US,34.6391,-120.4579,60.13,83,1,4.61,clear sky
632,Lure,FR,47.75,6.5,39.47,87,100,5.75,overcast clouds
633,Saint-Francois,FR,46.4154,3.9054,44.47,87,90,2.3,overcast clouds
634,Quang Ngai,VN,15.1167,108.8,69.17,89,29,6.98,scattered clouds
635,Lodja,CD,-3.4833,23.4333,72.97,90,99,1.48,overcast clouds
636,Baft,IR,29.234,56.6057,44.42,32,0,3.96,clear sky
637,Faya,SA,18.3851,42.4509,60.91,34,7,5.7,clear sky
638,Nabire,ID,-3.3667,135.4833,77.14,91,100,3.4,overcast clouds
639,Nisia Floresta,BR,-6.0911,-35.2086,89.98,51,22,13.49,few clouds
640,Goderich,CA,43.7501,-81.7165,41.92,70,6,19.57,clear sky
641,Koslan,RU,63.4564,48.8989,9.57,90,100,5.86,overcast clouds
642,Hailar,CN,49.2,119.7,6.26,84,100,11.16,overcast clouds
643,Dongsheng,CN,39.8161,109.9776,18.66,58,0,8.55,clear sky
644,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,100,0.0,overcast clouds
645,Launceston,AU,-41.45,147.1667,53.24,76,90,4.61,overcast clouds
646,Pontianak,ID,-0.0333,109.3333,75.79,92,97,3.51,moderate rain
647,Nishihara,JP,26.1842,127.7558,69.08,61,75,18.41,broken clouds
648,Daru,PG,-9.0763,143.2092,77.2,90,82,8.95,light rain
649,Derzhavinsk,KZ,51.1,66.3167,3.18,92,5,8.86,clear sky
650,Les Cayes,HT,18.2,-73.75,86.68,53,5,6.51,clear sky
651,Erenhot,CN,43.6475,111.9767,15.75,60,0,15.05,clear sky
652,Umarga,IN,17.8333,76.6167,69.98,53,80,10.2,broken clouds
653,Beisfjord,NO,68.3751,17.5988,33.96,85,99,4.92,overcast clouds
654,Lakselv,NO,70.0513,24.9718,28.22,74,75,19.57,light snow
655,Wote,KE,-1.7808,37.6288,63.82,95,86,3.22,overcast clouds
656,Verkhnevilyuysk,RU,63.4453,120.3167,-27.72,98,99,5.14,overcast clouds
657,Grand-Lahou,CI,5.1367,-5.0242,82.78,73,97,9.55,overcast clouds
658,Aqtobe,KZ,50.2797,57.2072,15.89,73,0,8.95,clear sky
659,Salaberry-De-Valleyfield,CA,45.2501,-74.1325,41.02,60,5,17.27,clear sky
660,Noda,JP,35.9411,139.8581,54.86,63,25,4.47,scattered clouds
661,Navrongo,GH,10.8956,-1.0921,94.1,13,100,8.84,overcast clouds
662,Lahar,IN,26.1983,78.945,58.42,45,12,3.6,few clouds
663,Dickinson,US,29.4608,-95.0513,54.07,70,1,3.0,clear sky
664,Sarkand,KZ,45.41,79.9186,32.56,91,100,3.33,overcast clouds
665,Wencheng,CN,33.0559,113.7978,37.96,64,4,1.97,clear sky
666,Cravo Norte,CO,6.3017,-70.2041,92.57,40,33,14.03,scattered clouds
667,Manokwari,ID,-0.8667,134.0833,79.79,82,100,8.25,overcast clouds
668,Bermejo,AR,-32.8833,-68.8,75.11,46,40,10.36,scattered clouds
669,Mayumba,GA,-3.432,10.6554,76.03,89,99,3.02,overcast clouds
670,Homer,US,59.6425,-151.5483,13.87,83,1,0.0,clear sky
671,Kati,ML,12.7441,-8.0726,90.81,8,100,4.85,overcast clouds
672,Neiafu,TO,-18.65,-173.9833,74.08,94,90,8.05,heavy intensity rain
673,Murdochville,CA,48.9583,-65.5006,29.28,76,88,23.55,overcast clouds
674,Kamenka,RU,51.3223,42.7678,20.75,64,9,10.6,clear sky
675,Kungurtug,RU,50.5994,97.5228,-5.48,93,34,1.57,scattered clouds
676,Novokayakent,RU,42.3937,47.9861,41.11,72,95,4.94,overcast clouds
677,Sovetskaya,RU,44.7769,41.1722,39.96,75,100,20.6,overcast clouds
678,Alice Springs,AU,-23.7,133.8833,71.15,26,2,8.05,clear sky
679,Ulladulla,AU,-35.35,150.4667,56.3,88,60,5.21,broken clouds
680,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,75,40,23.02,scattered clouds
681,Olafsvik,IS,64.8945,-23.7142,40.8,95,100,19.82,overcast clouds
682,Coihaique,CL,-45.5752,-72.0662,59.61,47,75,11.5,broken clouds
683,Beian,NO,63.6559,9.5683,42.01,81,75,10.36,broken clouds
684,Ambilobe,MG,-13.2,49.05,77.67,71,69,2.3,broken clouds
685,Necochea,AR,-38.5473,-58.7368,73.04,44,100,11.92,overcast clouds
686,Ranfurly,NZ,-45.1333,170.1,46.65,97,54,1.19,broken clouds
687,Rocha,UY,-34.4833,-54.3333,87.85,34,21,4.83,few clouds
688,Maswa,TZ,-2.6833,33.9833,72.61,63,92,2.89,light rain
689,Tahoua,NE,14.8888,5.2692,93.18,8,0,9.22,clear sky
